"Sampsonius dampfi","Xyleborus affinis","Xyleborus posticus","Ambrosiodmus obliquus"
0.0654430492086979,0.969674350839715,0.1506454388133,0.0859343425212326
0.0650472512230711,0.969472326094691,0.150351077986792,0.0857363370444582
0.0646549097773279,0.969269636581788,0.150058109820402,0.085539362904747
0.0642659859958312,0.969066282763104,0.149766523795535,0.0853434117263075
0.0638804415303409,0.96886226510487,0.149476309502925,0.0851484752257516
0.0634982385517602,0.968657584077438,0.149187456641183,0.0849545452108056
0.0631193397420262,0.968452240155267,0.148899955015378,0.084761613579045
0.0627437082861396,0.968246233816916,0.148613794535633,0.0845696723166487
0.0623713078643366,0.968039565545024,0.148328965215742,0.0843787134971761
0.0620021026443923,0.967832235826306,0.14804545717182,0.0841887292803623
0.0616360572740614,0.967624245151535,0.147763260620962,0.0839997119109355
0.061273136873647,0.96741559401553,0.147482365879929,0.0838116537174524
0.0609133070286988,0.967206282917147,0.147202763363858,0.083624547111154
0.0605565337828381,0.966996312359265,0.146924443584985,0.083438384584839
0.0602027836307046,0.966785682848773,0.146647397151391,0.0832531587117575
0.0598520235110264,0.966574394896559,0.146371614765775,0.0830688621445212
0.0595042207998078,0.966362449017498,0.14609708722423,0.082885487614032
0.0591593433036352,0.966149845730438,0.145823805415057,0.0827030279284288
0.0588173592530956,0.965936585558191,0.145551760317581,0.0825214759720498
0.0584782372963105,0.965722669027517,0.145280943000999,0.0823408247044135
0.0581419464925778,0.965508096669115,0.145011344623232,0.0821610671592145
0.0578084563061237,0.965292869017609,0.144742956429809,0.0819821964433367
0.0574777365999599,0.965076986611537,0.144475769752758,0.0818042057358821
0.057149757629846,0.964860449993339,0.144209776009517,0.0816270882872141
0.0568244900383543,0.964643259709343,0.143944966701861,0.0814508374180179
0.0565019048490349,0.964425416309754,0.143681333414851,0.0812754465183746
0.0561819734606798,0.964206920348645,0.143418867815788,0.0811009090468501
0.055864667641684,0.963987772383938,0.143157561653194,0.080927218529599
0.0555499595245012,0.963767972977398,0.142897406755801,0.0807543685594827
0.0552378216001941,0.963547522694619,0.142638395031559,0.0805823527952002
0.0549282267130744,0.963326422105011,0.142380518466657,0.0804111649604344
0.0546211480554355,0.963104671781789,0.142123769124559,0.08024079884301
0.0543165591623707,0.96288227230196,0.141868139145056,0.080071248294066
0.0540144339066803,0.962659224246313,0.141613620743331,0.0799025072272404
0.0537147464938627,0.962435528199403,0.141360206209036,0.0797345696178674
0.0534174714571895,0.962211184749543,0.141107887905389,0.0795674295021877
0.0531225836528624,0.96198619448879,0.140856658268272,0.0794010809765701
0.0528300582552508,0.961760558012933,0.140606509805361,0.0792355181967464
0.0525398707522091,0.961534275921481,0.140357435095248,0.0790707353770568
0.0522519969404701,0.961307348817652,0.140109426786592,0.0789067267897076
0.0519664129211162,0.961079777308358,0.139862477597276,0.0787434867640399
0.051683095095125,0.960851562004198,0.139616580313574,0.0785810096858098
0.0514020201589879,0.96062270351944,0.139371727789335,0.0784192899964795
0.0511231651004012,0.960393202472015,0.139127912945177,0.0782583221925186
0.0508465071940283,0.960163059483498,0.13888512876769,0.0780981008247166
0.0505720239973317,0.959932275179102,0.138643368308658,0.0779386204975061
0.0502996933464719,0.959700850187665,0.13840262468428,0.077779875868295
0.0500294933522752,0.959468785141635,0.138162891074416,0.0776218616468096
0.0497614023962666,0.959236080677059,0.137924160721833,0.0774645725944477
0.0494953991267669,0.959002737433573,0.137686426931469,0.0773080035236407
0.0492314624550547,0.958768756054388,0.137449683069703,0.0771521492972257
0.0489695715515891,0.95853413718628,0.137213922563635,0.0769970048278265
0.0487097058422949,0.958298881479573,0.136979138900381,0.0768425650772446
0.0484518450049081,0.958062989588135,0.136745325626377,0.076688825055858
0.0481959689653797,0.957826462169358,0.136512476346683,0.0765357798220302
0.0479420578943375,0.95758929988415,0.136280584724315,0.0763834244815265
0.0476900922036066,0.957351503396923,0.136049644479566,0.0762317541869403
0.0474400525427835,0.957113073375581,0.135819649389357,0.0760807641371265
0.0471919197958673,0.956874010491505,0.135590593286578,0.075930449576644
0.0469456750779433,0.956634315419546,0.13536247005945,0.0757808057952062
0.0467012997319218,0.956393988838008,0.135135273650896,0.0756318281271394
0.046458775325326,0.956153031428638,0.134908998057912,0.0754835119508482
0.0462180836471345,0.955911443876615,0.134683637330957,0.0753358526882909
0.0459792067046713,0.955669226870537,0.134459185573343,0.0751888458044594
0.0457421267205476,0.955426381102409,0.13423563694064,0.0750424868068695
0.0455068261296499,0.95518290726763,0.134012985640085,0.0748967712450564
0.0452732875761777,0.954938806064983,0.13379122593,0.0747516947100782
0.0450414939107274,0.954694078196621,0.133570352119218,0.074607252834027
0.0448114281874216,0.954448724368055,0.133350358566518,0.0744634412895461
0.0445830736610851,0.954202745288145,0.133131239680069,0.0743202557893543
0.044356413784464,0.953956141669083,0.132912989916875,0.0741776920857772
0.0441314322054893,0.953708914226384,0.132695603782233,0.0740357459702853
0.043908112764583,0.953461063678876,0.132479075829201,0.0738944132730376
0.0436864394920067,0.953212590748682,0.132263400658065,0.0737536898624327
0.0434663966052521,0.952963496161212,0.132048572915819,0.0736135716446658
0.0432479685064705,0.952713780645153,0.131834587295651,0.0734740545632918
0.0430311397799447,0.95246344493245,0.131621438536437,0.0733351345987947
0.0428158951895985,0.952212489758302,0.131409121422235,0.0731968077681627
0.0426022196765455,0.951960915861142,0.131197630781797,0.0730590701244694
0.0423900983566759,0.951708723982632,0.130986961488077,0.0729219177564612
0.0421795165182807,0.951455914867647,0.130777108457753,0.0727853467881495
0.0419704596197123,0.951202489264264,0.13056806665075,0.0726493533784092
0.0417629132870818,0.950948447923747,0.130359831069772,0.0725139337205826
0.0415568633119908,0.950693791600542,0.130152396759841,0.0723790840420887
0.0413522956492986,0.950438521052256,0.129945758807838,0.0722448006040377
0.0411491964149243,0.950182637039652,0.129739912342058,0.0721110797008509
0.0409475518836815,0.949926140326634,0.129534852531757,0.0719779176598861
0.0407473484871464,0.949669031680234,0.129330574586724,0.0718453108410674
0.0405485728115588,0.949411311870603,0.129127073756839,0.0717132556365206
0.040351211595755,0.949152981670993,0.128924345331649,0.0715817484702131
0.0401552517291312,0.948894041857753,0.12872238463995,0.0714507857975991
0.0399606802496401,0.94863449321031,0.128521187049365,0.0713203641052694
0.0397674843418151,0.948374336511162,0.128320747965934,0.0711904799106058
0.039575651334826,0.948113572545859,0.128121062833712,0.0710611297614398
0.0393851687005643,0.947852202103,0.127922127134367,0.0709323102357174
0.0391960240517562,0.947590225974213,0.127723936386781,0.0708040179411657
0.0390082051401052,0.947327644954148,0.127526486146666,0.0706762495149667
0.0388216998544617,0.947064459840461,0.127329772006171,0.0705490016234339
0.0386364962190204,0.946800671433806,0.127133789593511,0.0704222709616929
0.0384525823915454,0.946536280537817,0.126938534572583,0.0702960542533678
0.0382699466616204,0.946271287959104,0.126744002642599,0.07017034825027
0.0380885774489258,0.946005694507231,0.126550189537721,0.0700451497320921
